Language_ID,Parameter_ID,Form,Gloss,Native,Phonemic,Description,Source
Kam,3053,kârʹoa-,cause to do; cause to make,,kɑɾóə,,strand
Kam,2837,kârmʹaṭi,ear (visible part),,kɑɾmə́ʈi,,strand
Kam,2641,kâřʹo,bitter,,kɑɻó,,strand
Kam,3792,kâṇrʹa,hole,,kɑɳɾə́,,strand
Kam,3019,kâňʹa,blind; one-eyed,,kɑɻ̃ə́,,strand
Kam,2718,kâňʹašta,younger,,kɑɻ̃ə́ʃt̪ə,,strand
Kam,3811,kâňʹoa-,make [an ox] plow,,kɑɻ̃óə,,strand
Kam,2967,kʹâča,"who? [with interrogative intonation]; some, some people, somebody [plural]; nobody [plural; in negative clauses]; whoever [in hypothetical clauses with <span class=""dic"">bo</span>]",,kɑ́t͡ʃə,,strand
Kam,3153,kâčʹa,no-account; low-born,,kɑt͡ʃə́,,strand
Kam,2589,kâčʹak tâňi piš,kind of flower (white),,kɑt͡ʃə́k t̪ɑɻ̃i piʃ,,strand
Kam,2588,kâčkʹařü,armpit,,kɑt͡ʃkə́ɻü,,strand
Kam,3116,kâšʹara,white,,kɑʃə́ɾə,,strand
Kam,3030,kâtʹo,wild almond,,kɑt̪ó,,strand
Kam,2860,kâtrʹa,dagger,,kɑt̪ɾə́,,strand
Kam,3114,kâćʹa-,"seek, look for, search for [animate goal]",,kɑt͡sə́,,strand
Kam,3112,kâćʹo,fox-tail millet (setaria italica),,kɑt͡só,,strand
Kam,3135,kâsʹa-,cough,,kɑsə́,,strand
Kam,2922,kâlʹa,fight,,kɑlə́,,strand
Kam,2929,kâlčʹak,cup,,kɑlt͡ʃə́k,,strand
Kam,3815,kânʹa-,laugh,,kɑnə́,,strand
Kam,13627,kânʹa,corpse,,kɑnə́,,strand
Kam,13627,kânʹo,"woody plant; tree; bush; any plant except those denoted as <span class=""dic"">ʹüs</span>",,kɑnó,,strand
Kam,2628,kânšʹařik,kind of bird,,kɑnʃə́ɻik,,strand
Kam,2753,kâvʹek,goat-name,,kɑvék,,strand
Kam,2753,kâvʹek,pigeon,,kɑvék,,strand
Kam,2753,kâvʹek,woman's name,,kɑvék,,strand
Kam,2770,kâmʹâr kuṇik,goat-name,,kɑmɑ́ɾ kuɳik,,strand
Kam,2830,kʹor,ear (organ of hearing),,kóɾ,,strand
Kam,2830,kʹor,tuning peg on stringed instrument,,kóɾ,,strand
Kam,3078,-koř,makings,,koɻ,,strand
Kam,3078,kʹoř,"shape; kind; suffix noun forming adjectives denoting kind, type, appearance, shape, form, color, nature, etc",,kóɻ,,strand
Kam,3023,kʹoṇ,arrow,,kóɳ,,strand
Kam,3084,-kol,time; season,,kol,,strand
Kam,3906,kʹür,foot,,kǘɾ,,strand
Kam,3330,kʹüř,measure for families,,kǘɻ,,strand
Kam,3470,kʹüře˜,separately,,kǘɻẽ,,strand
Kam,3832,kʹu,left,,kú,,strand
Kam,2814,kʹu-,"do, make",,kú,,strand
Kam,2584,kʹu oa,wave,,kú oə,,strand
Kam,2747,kʹu pon,kind of wild onion,,kú pon,,strand
Kam,2584,kʹu_âṭi,base of back of neck; bull's hump,,kú�ɑʈi,,strand
Kam,2747,kʹu_kâno,wild olive,,kú�kɑno,,strand
Kam,3255,kʹu˜,kind of tick,,kú̃,,strand
Kam,2574,kʹua,"[oblique stem of <span class=""dic"">kʹâča</span>; this form, being inherently plural, does not take the plural marker <span class=""dic"">-˜</span>]; whom? [with interrogative intonation]; some, some people, somebody; nobody [in negative clauses]; whomever [in hypothetical clauses with <span class=""dic"">bo</span>]",,kúə,,strand
Kam,3107,kʹuara,raven,,kúəɾə,,strand
Kam,3500,kʹuṭ,tower,,kúʈ,,strand
Kam,2680,kʹuṭ,word (measure),,kúʈ,,strand
Kam,3942,kʹuř,hat,,kúɻ,,strand
Kam,3892,kuřʹa-,chew,,kuɻə́,,strand
Kam,3245,kuřʹa,child,,kuɻə́,,strand
Kam,3264,kuṇʹi,spouted clay pot,,kuɳí,,strand
Kam,3901,kuṇrʹa,hornless; having an uncovered head,,kuɳɾə́,,strand
Kam,3289,kʹut,stake,,kút̪,,strand
Kam,2720,kʹut,wall of a room,,kút̪,,strand
Kam,3929,kudʹoa-,"ask about [something or someone's condition, health, etc",,kud̪óə,,strand
Kam,6493,kʹudüm,work; business,,kúd̪üm,,strand
Kam,3539,kʹuć,pod,,kút͡s,,strand
Kam,3213,kʹuć pilṭi,post-partum stomach pain,,kút͡s pilʈi,,strand
Kam,3303,kumʹari#gal,"<span class=""dic"">kumʹari</span> valley: <span class=""dic"">kômârigal xwaṛ</span>",,kumə́ɾi�gəl,,strand
Kam,3308,kumʹo,wine press,,kumó,,strand
Kam,3440,kumlʹik,mulberry,,kumlík,,strand
Kam,3448,kʹiṣ ku-,plow,,kíʂ ku,,strand
Kam,3915,kirʹa,shield,,kiɾə́,,strand
Kam,3153,kičʹak,dirty thing (said to warn small children),,kit͡ʃə́k,,strand
Kam,3202,kʹil,wedge,,kíl,,strand
Kam,3181,kilʹâř,cheese,,kilɑ́ɻ,,strand
Kam,2749,kivʹit,fig,,kivít̪,,strand
Kam,3050,kʹea,store-room,,kéə,,strand
Kam,3471,kʹeć,markhor hair,,két͡s,,strand
Kam,6212,kʹeć dâlla,young markhor,,két͡s d̪ɑllə,,strand
Kam,3941,kṭʹa,lame,,kʈə́,,strand
Kam,3157,kṭʹol,stomach; rumen,,kʈól,,strand
Kam,14401,kṣʹa,crippled (arm or hand),,kʂə́,,strand
Kam,2908,kṣʹoa-,pull; drag; smoke,,kʂóə,,strand
Kam,3579,křâmʹa-,thresh,,kɻɑmə́,,strand
Kam,3580,křâmkřʹama,threshing floor,,kɻɑmkɻə́mə,,strand
Kam,3415,křʹum,roof,,kɻúm,,strand
Kam,3890,kčʹa-,dig; quarry,,kt͡ʃə́,,strand
Kam,3365,kšʹüla,intelligent,,kʃǘlə,,strand
Kam,3273,ktʹa,kidskin bag,,kt̪ə́,,strand
Kam,3369,ksʹa-,become or turn rapidly; be sprinkled all at once,,ksə́,,strand
Kam,4236,gʹâa-,"carry, take away",,gɑ́ə,,strand
Kam,4444,gâkʹaňi,bell,,gɑkə́ɻ̃i,,strand
Kam,4448,gʹâṣ,male goat (full grown),,gɑ́ʂ,,strand
Kam,4034,gârʹua˜ iu-,be eclipsed [moon],,gɑɾúə̃ iu,,strand
Kam,4440,gârʹeš,midday,,gɑɾéʃ,,strand
Kam,4070,gâřʹak,throat,,gɑɻə́k,,strand
Kam,3998,gâṇʹa,large log,,gɑɳə́,,strand
Kam,3993,gâňʹe-,count,,gɑɻ̃é,,strand
Kam,4399,gâtrʹa bu-,be tired,,gɑt̪ɾə́ bu,,strand
Kam,4085,gâlʹi,lane,,gɑlí,,strand
Kam,4424,gânʹa vo,heavy,,gɑnə́ vo,,strand
Kam,4031,gâmbʹir,"a nuristâni village in tregâm: <span class=""dic"">gambîr</span>",,gɑmbíɾ,,strand
Kam,4147,gʹo,cow,,gó,,strand
Kam,4382,gʹoř,cupped handful,,góɻ,,strand
Kam,4124,gʹotr,arm,,gót̪ɾ,,strand
Kam,4145,gʹol pře-,"verbally abuse [someone]; belittle; ""put down""",,gól pɻe,,strand
Kam,4225,gʹü,feces; catkin,,gǘ,,strand
Kam,4190,gʹüň šüa-,repay a kindness,,gǘɻ̃ ʃüə,,strand
Kam,10234,gümʹütr,"feces (slightly more polite than <span class=""dic"">gʹü</span>)",,gümǘt̪ɾ,,strand
Kam,4008,gʹu-,"[past unmarked stem of <span class=""dic"">iʹe-</span> 'go']",,gú,,strand
Kam,4104,gʹu,bug; worm,,gú,,strand
Kam,4178,gʹuṭ tia-,mend [a broken bone],,gúʈ t̪iə,,strand
Kam,4177,guṭʹa,bud; tassle (tied on something),,guʈə́,,strand
Kam,4178,gʹuṭa,joint (obsolete),,gúʈə,,strand
Kam,4177,guṭʹa,bud; tassle (tied on something),,guʈə́,,strand
Kam,3949,gʹuṣ,tree-trunk [?],,gúʂ,,strand
Kam,4345,gurʹaň,"dark reddish brown (livestock, wheat)",,guɾə́ɻ̃,,strand
Kam,4070,gʹuř,goiter,,gúɻ,,strand
Kam,4182,gʹuř,molasses sugar,,gúɻ,,strand
Kam,4479,gʹuřik,ankle bone,,gúɻik,,strand
Kam,3988,gʹuň,"a division of townsmen generally constituting a neighborhood, each of which received an equal portion of sacrificial meat and from each of which were recruited one man to serve as policeman and one to serve as sentry (pre-islamic; replaced by <span class=""dic"">sâsʹi</span>)",,gúɻ̃,,strand
Kam,4269,gučʹa,moustache,,gut͡ʃə́,,strand
Kam,4210,guǰʹara,gujar,,gud͡ʒə́ɾə,,strand
Kam,4336,gusṭʹi˜,corral,,gusʈí̃,,strand
Kam,4453,gʹul,valley; country,,gúl,,strand
Kam,4014,gʹun,smell,,gún,,strand
Kam,4287,gʹum,wheat,,gúm,,strand
Kam,4287,gʹum,reddish-brown (goat),,gúm,,strand
Kam,4353,giṭʹa-,tie,,giʈə́,,strand
Kam,4102,gʹiṣ,"name of a pre-islamic god; also called <span class=""dic"">šʹür giṣ</span> 'hero gish' and <span class=""dic"">bâlʹim giṣ</span> 'bountiful [?] gish'",,gíʂ,,strand
Kam,4031,gimʹir#gal,"<span class=""dic"">gimʹir</span> valley, a valley between <span class=""dic"">üćʹüṇ</span> and <span class=""dic"">kuřʹikuṇa pâkṭle</span> in southern chitral: <span class=""dic"">gombir gˊol</span>",,gimíɾ�gəl,,strand
Kam,4396,gʹeř,"goat with fleshy excrescences (<span class=""dic"">gulʹař</span>) on its neck",,géɻ,,strand
Kam,4396,gʹeř,coiled neck ornament,,géɻ,,strand
Kam,4368,gřʹom,community; village; town,,gɻóm,,strand
Kam,313,ŋʹâ-,"take, pick up; acquire; buy; capture; heed",,ŋɑ́,,strand
Kam,13990,ʹâadra,yellow; green; pale (complexion),,ɑ́əd̪ɾə,,strand
Kam,1045,ʹâi-,"[past feminine stem of <span class=""dic"">ʹâća-</span> 'come']",,ɑ́i,,strand
Kam,138,âkṣtʹü˜,ring,,ɑkʂt̪ǘ̃,,strand
Kam,11,âgʹol,rain,,ɑgól,,strand
Kam,109,âgřʹa,shoulder (deltoid),,ɑgɻə́,,strand
Kam,125,âŋʹo,fire,,ɑŋó,,strand
Kam,135,âŋʹüř,digit; finger; toe,,ɑŋǘɻ,,strand
Kam,644,âṭʹa,one-half,,ɑʈə́,,strand
Kam,643,âṭʹo˜,hearth (middle of room),,ɑʈó̃,,strand
Kam,185,âṭʹol,precipice; cliff-overhang [?],,ɑʈól,,strand
Kam,958,âṭʹi,bone; pit (of fruit),,ɑʈí,,strand
Kam,5450,âṭlʹoa-,"spend [a cyclic time period: day, week, month]",,ɑʈlóə,,strand
Kam,5450,âṭlʹoa-,throw; throw away,,ɑʈlóə,,strand
Kam,919,âc̣ʹü,tear,,ɑʈ͡ʂǘ,,strand
Kam,10743,âṣʹo,egg (of bird),,ɑʂó,,strand
Kam,2458,âṣʹe,bull,,ɑʂé,,strand
Kam,598,ârʹaň muṣala,mountain sheep,,ɑɾə́ɻ̃ muʂələ,,strand
Kam,598,ârʹaňve,mountain sheep (female),,ɑɾə́ɻ̃ve,,strand
Kam,2457,ârʹo,rich,,ɑɾó,,strand
Kam,1312,ârʹos,rhubarb-like plant,,ɑɾós,,strand
Kam,10805,ârʹü,silver,,ɑɾǘ,,strand
Kam,10805,ârʹü,black with reddish sides of face [goat],,ɑɾǘ,,strand
Kam,1103,ârʹu,peach,,ɑɾú,,strand
Kam,1327,ârʹuṣ,kind of wild onion,,ɑɾúʂ,,strand
Kam,1312,ârʹus_vo,tasty; sweet,,ɑɾús�vo,,strand
Kam,10735,ârkʹa-,"back off; move away, back",,ɑɾkə́,,strand
Kam,1330,ârgʹu,outstanding (animate),,ɑɾgú,,strand
Kam,10652,ârsʹa-,"howl (leopard, bear, giant); neigh (horse)",,ɑɾsə́,,strand
Kam,1313,âřʹa,awl,,ɑɻə́,,strand
Kam,603,âřʹa pṭi,elbow,,ɑɻə́ pʈi,,strand
Kam,192,âňʹe,grain for eating,,ɑɻ̃é,,strand
Kam,4600,âčʹüṭ,three days hence,,ɑt͡ʃǘʈ,,strand
Kam,1030,âčʹuṇa-,run,,ɑt͡ʃúɳə,,strand
Kam,43,âčʹe˜,eye,,ɑt͡ʃé̃,,strand
Kam,9688,âčʹe˜ přu,eyelid,,ɑt͡ʃé̃ pɻu,,strand
Kam,7701,âčpʹuṭi,eyelash,,ɑt͡ʃpúʈi,,strand
Kam,989,âšʹa-,throw down; pour; sow (by broadcasting),,ɑʃə́,,strand
Kam,1533,âšʹa,mouth,,ɑʃə́,,strand
Kam,1507,âštrʹa-,spread; lay out or over; cover by spreading something over,,ɑʃt̪ɾə́,,strand
Kam,1537,âšpʹu,sweat,,ɑʃpú,,strand
Kam,1536,âšpʹura,sunny spot,,ɑʃpúɾə,,strand
Kam,356,âtʹa,in; towards a mountain crest; up a side valley,,ɑt̪ə́,,strand
Kam,1129,âtʹam sâna-,"wear all the way down; burn all the way down; be used up, worn down, etc",,ɑt̪ə́m sɑnə,,strand
Kam,1129,âtrʹa-,reach; attain,,ɑt̪ɾə́,,strand
Kam,357,âtrʹapsta,guts,,ɑt̪ɾə́pst̪ə,,strand
Kam,1130,âtrʹi,the day after tomorrow,,ɑt̪ɾí,,strand
Kam,1044,ʹâća-,come; go [inceptive motion toward speaker's or hearer's location],,ɑ́t͡sə,,strand
Kam,1452,âćʹa,flour cooked in ghee,,ɑt͡sə́,,strand
Kam,977,âsʹa-,is,,ɑsə́,,strand
Kam,1476,âsʹa,ash,,ɑsə́,,strand
Kam,917,âsʹaŋo,deaf,,ɑsə́ŋo,,strand
Kam,12815,âskʹa,"[non-visible distal] that, the [unstressed]; he, she, it",,ɑskə́,,strand
Kam,1503,âskʹü˜,"wire key, inserted in a door's keyhole and used to pull the bolt aside",,ɑskǘ̃,,strand
Kam,946,âsṭʹić,eighteen,,ɑsʈít͡s,,strand
Kam,1356,âlʹaŋ âša-,lean (on),,ɑlə́ŋ ɑʃə,,strand
Kam,1356,âlʹaŋo,heavy,,ɑlə́ŋo,,strand
Kam,1363,âlʹam,lengthwise thread of conical basket,,ɑlə́m,,strand
Kam,711,âlʹoa,squash (pumpkin-shaped),,ɑlóə,,strand
Kam,1388,âlʹu,potato,,ɑlú,,strand
Kam,1390,âlʹuřa-,become liquified or mixed with a liquid,,ɑlúɻə,,strand
Kam,1311,âlʹuć,"round flat stone used in <span class=""dic"">âlʹuća˜ mišak</span>",,ɑlút͡s,,strand
Kam,1371,âlʹeš bu-,be trained,,ɑléʃ bu,,strand
Kam,11067,âlšʹa,burr,,ɑlʃə́,,strand
Kam,395,ânʹâ-,put something into one's mouth,,ɑnɑ́,,strand
Kam,395,ânʹo,a bite (of food); meat; flesh,,ɑnó,,strand
Kam,386,ânrʹa,dark,,ɑnɾə́,,strand
Kam,398,ânšʹa,bread,,ɑnʃə́,,strand
Kam,1832,âpsʹa-,swell up,,ɑpsə́,,strand
Kam,1200,âvʹe-,bring,,ɑvé,,strand
Kam,566,âmʹatra,"huge, gigantic",,ɑmə́t̪ɾə,,strand
Kam,566,âmʹatra,enemy,,ɑmə́t̪ɾə,,strand
Kam,1275,âmʹâř,pomegranate,,ɑmɑ́ɻ,,strand
Kam,560,âmʹo,house; room,,ɑmó,,strand
Kam,1135,âmʹu,"he himself, she herself, it itself; his own, her own, its own",,ɑmú,,strand
Kam,1258,âmʹiṣ,cheese made from the curds that form from adding one part buttermilk to two parts boiling milk,,ɑmíʂ,,strand
Kam,1260,âmčʹa-,put on [clothes],,ɑmt͡ʃə́,,strand
Kam,1238,âmčʹe˜,bracelet,,ɑmt͡ʃé̃,,strand
Kata,5702,pʹa trave-,attack,,pə́ t̪ɾəve,,strand
Kata,8209,paiʹe-,drink,,pəié,,strand
Kata,8330,parʹi mus,full moon,,pəɾí mus,,strand
Kata,8107,parʹe,all; full,,pəɾé,,strand
Kata,7848,parǰʹe-,"understand (words, thoughts)",,pəɾd͡ʒé,,strand
Kata,8807,pardʹa,old (animate),,pəɾd̪ə́,,strand
Kata,9108,pařʹa,foam,,pəɻə́,,strand
Kata,8287,pařʹas,dust,,pəɻə́s,,strand
Kata,8082,pařʹe-,irrigate,,pəɻé,,strand
Kata,7953,palʹol,dirt,,pəlól,,strand
Kata,8770,palṭiʹe-,fall down [animate subject],,pəlʈié,,strand
Kata,10993,palsʹe-,flash; be shiny,,pəlsé,,strand
Kata,7022,panʹušt,"previously, before; last (in time)",,pənúʃt̪,,strand
Kata,9824,pamʹařuk,small,,pəmə́ɻuk,,strand
Kata,9824,pamʹařuk,little one [human?],,pəmə́ɻuk,,strand
Kata,9824,pamʹařuk,small,,pəmə́ɻuk,,strand
Kata,7733,pâṭʹa,feather,,pɑʈə́,,strand
Kata,7699,pâṭʹa,porch,,pɑʈə́,,strand
Kata,8118,pâṣʹi,mountainside; slope,,pɑʂí,,strand
Kata,7948,pʹâṣčuṭ,floating rib,,pɑ́ʂt͡ʃuʈ,,strand
Kata,8034,pâřʹa,apple,,pɑɻə́,,strand
Kata,8125,pâlʹi,flock (100 animals); group,,pɑlí,,strand
Kata,8061,pʹovkâřu štum,cottonwood,,póvkɑɻu ʃt̪um,,strand
Kata,7747,pʹu,heel,,pú,,strand
Kata,8259,pʹuḍ,red; shiny,,púɖ,,strand
Kata,8419,pʹur,measure for buildings,,púɾ,,strand
Kata,8377,puṇʹa,calf (muscle),,puɳə́,,strand
Kata,8377,puṇʹu,kidney,,puɳú,,strand
Kata,7655,pʹuč,five,,pút͡ʃ,,strand
Kata,8400,pʹuč,woman's small white hat (pre-islamic),,pút͡ʃ,,strand
Kata,8400,pʹuč,cotton cloth,,pút͡ʃ,,strand
Kata,7785,pʹut,path; road,,pút̪,,strand
Kata,9051,pʹul,granule; measure for grain and grain-like objects,,púl,,strand
Kata,9051,pʹul,pimple,,púl,,strand
Kata,7918,pʹun,leek (wild),,pún,,strand
Kata,8343,pʹuve,last year,,púve,,strand
Kata,8407,pʹiaći,pine (pinus excelsa),,píət͡si,,strand
Kata,8323,piʹu,small intestine,,piú,,strand
Kata,8181,piʹuř,gallbladder,,piúɻ,,strand
Kata,8349,piʹuř,straw; chaff,,piúɻ,,strand
Kata,8181,piʹuć,gallbladder,,piút͡s,,strand
Kata,8306,pʹiš,flower,,píʃ,,strand
Kata,8227,pišdʹo,"blowing snow (especially, off a mountaintop)",,piʃd̪ó,,strand
Kata,8265,pʹitr,"son; son of a <span class=""dic"">břʹo</span>",,pít̪ɾ,,strand
Kata,9090,pʹis,lung,,pís,,strand
Kata,9038,pʹeṭe-,break,,péʈe,,strand
Kata,7731,pʹet-,go [past only],,pét̪,,strand
Kata,7949,pʹeć,large ax,,pét͡s,,strand
Kata,9029,pkʹi,flea,,pkí,,strand
Kata,8370,pṭʹi,back,,pʈí,,strand
Kata,7736,pṭʹila,man's name,,pʈílə,,strand
Kata,7736,pṭʹila,foliated; shaggy; hairy; having many children,,pʈílə,,strand
Kata,8026,pc̣ʹan,war,,pʈ͡ʂə́n,,strand
Kata,8363,pṣiʹe-,drip almost dry,,pʂié,,strand
Kata,8139,pṣkʹok,goat or sheep dung,,pʂkók,,strand
Kata,8966,přâćʹuk,small bread,,pɻɑt͡súk,,strand
Kata,8906,přʹor,wound,,pɻóɾ,,strand
Kata,7918,přʹor,"leaf; sheet, page; razor blade",,pɻóɾ,,strand
Kata,8846,přʹušt,bed,,pɻúʃt̪,,strand
Kata,8469,přʹuma,male kid (6-12 months),,pɻúmə,,strand
Kata,8228,při·ʹi,deflowered vagina,,pɻií,,strand
Kata,7662,pčʹić,fifteen,,pt͡ʃít͡s,,strand
Kata,7654,pčʹe-,broil,,pt͡ʃé,,strand
Kata,8298,pšʹâš,cat,,pʃɑ́ʃ,,strand
Kata,12414,pšʹol,stable,,pʃól,,strand
Kata,8142,pšʹe-,grind; crush into small pieces,,pʃé,,strand
Kata,9416,bʹa-,"be, become",,bə́,,strand
Kata,11235,baṭʹa,part; piece,,bəʈə́,,strand
Kata,9183,barʹu,"out; opposite of <span class=""dic"">âtʹa</span>",,bəɾú,,strand
Kata,9268,bařʹa,unripe,,bəɻə́,,strand
Kata,9493,batiʹel,board,,bət̪iél,,strand
Kata,9235,bazʹi,woman's cloak,,bəzí,,strand
Kata,9517,baliʹu,non-nuristani,,bəliú,,strand
Kata,11258,banʹa,forest,,bənə́,,strand
Kata,9581,babʹov,hornet,,bəbóv,,strand
Kata,9434,bâgʹiṣṭ,name of a pre-islamic god,,bɑgíʂʈ,,strand
Kata,9464,bârʹi,male member of the artisan caste (formerly slaves),,bɑɾí,,strand
Kata,9430,bʹo,"pile of grass, stalks, etc",,bó,,strand
Kata,9459,bʹor,load,,bóɾ,,strand
Kata,9223,bʹos,steam; gas; power,,bós,,strand
Kata,9250,bʹi,seed; semen,,bí,,strand
Kata,12056,biʹer,stud,,biéɾ,,strand
Kata,9276,bʹid,giant,,bíd̪,,strand
Kata,9556,bʹim,earth; ground,,bím,,strand
Kata,14328,bʹetot,endeavor,,bét̪ot̪,,strand
Kata,9659,břâzʹa,illness,,bɻɑzə́,,strand
Kata,9661,břʹo,brother; any male relative in ego's generation,,bɻó,,strand
Kata,9886,břʹuź,"meadow, grassy spot",,bɻúd͡z,,strand
Kata,12234,břʹe,flour,,bɻé,,strand
Kata,5450,vaṭlʹe-,"explode; collapse, fall down; subside [swelling or illness]",,vəʈlé,,strand
Kata,12080,vac̣ʹe-,crush; castrate,,vəʈ͡ʂé,,strand
Kata,11327,varʹi,language; word; affair,,vəɾí,,strand
Kata,11694,-vače-,"[with pointer] fit into, through (in the specified direction)",,vət͡ʃe,,strand
Kata,12127,vašʹa,neighbor,,vəʃə́,,strand
Kata,920,vašʹup,horse,,vəʃúp,,strand
Kata,11431,vašʹe-,think; suppose; want to,,vəʃé,,strand
Kata,12011,vaštʹeř,wide,,vəʃt̪éɻ,,strand
Kata,490,vatrʹa,sonless,,vət̪ɾə́,,strand
Kata,11738,vadašʹo,guest,,vəd̪əʃó,,strand
Kata,11732,vadiřʹe-,be afraid,,vəd̪iɻé,,strand
Kata,11616,vaćʹa,twenty,,vət͡sə́,,strand
Kata,11654,vaćavʹa-,sneeze,,vət͡səvə́,,strand
Kata,2167,vaćʹo,red leather boot,,vət͡só,,strand
Kata,11239,vaćʹuř,calf (to 6 months),,vət͡súɻ,,strand
Kata,11439,vasʹut,spring,,vəsút̪,,strand
Kata,11209,vazʹi,kind of live oak with spiny leaves (quercus balut),,vəzí,,strand
Kata,3255,vâṭkřʹe·i,centipede,,vɑʈkɻéi,,strand
Kata,11970,vâṣkʹam,lizard [about 25 cm,,vɑʂkə́m,,strand
Kata,434,vʹâre,other (= prs,,vɑ́ɾe,,strand
Kata,12111,vâřʹe-,see,,vɑɻé,,strand
Kata,14800,vâćʹiv,male monal (impeyan) pheasant,,vɑt͡sív,,strand
Kata,11589,vâćʹe-,"utter a cry [animal]: bellow, squawk, etc",,vɑt͡sé,,strand
Kata,11446,vâsʹa,female goat (full-grown),,vɑsə́,,strand
Kata,434,vâlʹe,another; else; someone else; something else,,vɑlé,,strand
Kata,11348,vʹoṭ,rock; (legal) precedent,,vóʈ,,strand
Kata,11347,vʹoṭ,convex skillet,,vóʈ,,strand
Kata,11547,vʹor,time; turn,,vóɾ,,strand
Kata,1313,vʹoř,awl,,vóɻ,,strand
Kata,11511,vʹoǰ,four-stringed harp,,vód͡ʒ,,strand
Kata,11588,vʹoš,adze; hoe; pick,,vóʃ,,strand
Kata,11565,vʹotr,wattle,,vót̪ɾ,,strand
Kata,11591,vʹos,day (24-hour period starting at sundown),,vós,,strand
Kata,1111,vʹuṇ,penis,,vúɳ,,strand
Kata,11495,vʹutr,"fairy, spirit",,vút̪ɾ,,strand
Kata,11250,vʹuv,"daughter-in-law; wife of a <span class=""dic"">pʹitr</span>",,vúv,,strand
Kata,11366,vʹum,free time,,vúm,,strand
Kata,726,vʹi,straight down,,ví,,strand
Kata,12071,vʹiṭ,trousers (generic),,víʈ,,strand
Kata,12083,vʹiṣ,edible plant,,víʂ,,strand
Kata,11968,vʹiš,poison,,víʃ,,strand
Kata,887,vʹe,female sheep (full grown),,vé,,strand
Kata,12115,vʹel,time,,vél,,strand
Kata,12113,vʹem,lower spreader on loom,,vém,,strand
Kata,10157,makʹe-,flee,,məké,,strand
Kata,10187,maṭʹa,short,,məʈə́,,strand
Kata,558,maṣʹa,anger,,məʂə́,,strand
Kata,10358,maṣʹa,"adulterated; counterfeit, phoney",,məʂə́,,strand
Kata,10334,maṣʹel,male sheep (full grown),,məʂél,,strand
Kata,9919,maẓʹe-,"feel around, feel up (with hand)",,məʐé,,strand
Kata,9869,marʹa,death,,məɾə́,,strand
Kata,9870,marʹe-,work [something] over to make it soft or loose; e,,məɾé,,strand
Kata,9746,maṇʹuk,frog,,məɳúk,,strand
Kata,9892,maṇʹi,kind of drum,,məɳí,,strand
Kata,9837,maṇʹe-,order; say,,məɳé,,strand
Kata,9716,maǰařʹuk,acorn,,məd͡ʒəɻúk,,strand
Kata,9711,maǰʹe-,"prick, stick (into)",,məd͡ʒé,,strand
Kata,10298,mašiʹe-,play,,məʃié,,strand
Kata,9839,matʹe-,churn,,mət̪é,,strand
Kata,10258,masʹa,mouse,,məsə́,,strand
Kata,9136,manʹa,heavy rope,,mənə́,,strand
Kata,9882,mâkʹař,monkey,,mɑkə́ɻ,,strand
Kata,9990,mâc̣ʹi·arik,honey bee,,mɑʈ͡ʂíəɾik,,strand
Kata,9732,mârʹe·ik,neck,,mɑɾéik,,strand
Kata,10044,mâřʹa,goatskin (unworked),,mɑɻə́,,strand
Kata,9810,mâǰʹam to,father's middle (classificatory) brother,,mɑd͡ʒə́m t̪o,,strand
Kata,9758,mâćʹa,fish,,mɑt͡sə́,,strand
Kata,10009,mʹâli břo,mother's brother's son,,mɑ́li bɻo,,strand
Kata,9828,mânšʹa,man; person; people,,mɑnʃə́,,strand
Kata,10055,mʹâm,mother's (classificatory) brother,,mɑ́m,,strand
Kata,9888,mʹuč,"man, fellow; husband",,mút͡ʃ,,strand
Kata,9712,mʹuǰ,marrow,,múd͡ʒ,,strand
Kata,10104,mʹus,moon,,mús,,strand
Kata,10104,mʹus,moon; month,,mús,,strand
Kata,9982,mʹus,flesh; muscle,,mús,,strand
Kata,9899,mʹul,"dirt, filth",,múl,,strand
Kata,10092,mʹul,tassle,,múl,,strand
Kata,10174,miʹuk,front of body,,miúk,,strand
Kata,10117,mikʹi,currant,,mikí,,strand
Kata,10198,mikiʹuṣ,alfalfa,,mikiúʂ,,strand
Kata,10221,mʹišt,fist,,míʃt̪,,strand
Kata,10247,mʹin,forehead,,mín,,strand
Kata,10302,mʹe,"fog, mist; ocular cataract",,mé,,strand
Kata,10135,meṣ,with,,meʂ,,strand
Kata,9964,mʹeṣi go,water buffalo,,méʂi go,,strand
Kata,10291,mřa·ʹi,clay,,mɻəí,,strand
Kata,10257,mřa·ʹi,price; cost,,mɻəí,,strand
Kata,13580,mřʹa·i sio,clay water pot,,mɻə́i sio,,strand
Kata,10265,mřaŋʹâć,small bird; songbird; bird (meat),,mɻəŋɑ́t͡s,,strand
Kata,9926,mřaštʹa,brain,,mɻəʃt̪ə́,,strand
Kata,10063,mřʹor,lord; master; owner,,mɻóɾ,,strand
Kata,9885,mřʹuŋ,female markhor (full-grown),,mɻúŋ,,strand
Kata,9731,mřʹik,bead,,mɻík,,strand
Kata,10383,mřʹe-,die,,mɻé,,strand
Kata,2136,ʹu,straight up,,ú,,strand
Kata,4815,ʹu šte-,"consider, think over; ponder",,ú ʃt̪e,,strand
Kata,1739,ukřʹam,scaffolded walkway across a rock face,,ukɻə́m,,strand
