Cognateset_ID,Language_ID,Form,Description,Source
7597,Indo-Aryan,naika,"<number>7597</number> <b>naika</b> ʻ many ʼ Yājñ. [<smallcaps>ná, ḗka</smallcaps> -- ]",cdial
7598,Indo-Aryan,naikaṭya,<number>7598</number> <b>naikaṭya</b> n. ʻ nearness ʼ Kathās. [<smallcaps>nikaṭam</smallcaps>],cdial
7599,Indo-Aryan,naipāla,"<number>7599</number> <b>naipāla</b> ʻ produced in Nepal ʼ, m . ʻ a species of radish ʼ Suśr. [<smallcaps>nēpāla</smallcaps> -- ]",cdial
7600,Indo-Aryan,naipālī,<number>7600</number> <b>naipālī</b> f. ʻ name of Jasmimum sambac (among other plants) ʼ lex. [Cf. <smallcaps>navamallikā -- . -- naipāla</smallcaps> -- ],cdial
7601,Indo-Aryan,nairvāṇa,<number>7601</number> <b>nairvāṇa</b> ʻ extinguished ʼ BHSk. [<smallcaps>nirvāṇa</smallcaps> -- ],cdial
7602,Indo-Aryan,"nailiya- ,","<number>7602</number> *<b>nailiya -- ,</b> <i>nailya</i> -- n. ʻ blue colour ʼ Hariv. [<smallcaps>nīˊla</smallcaps> -- ]",cdial
7603,Indo-Aryan,naiva,"<number>7603</number> <b>naiva</b> ʻ not indeed ʼ. [<smallcaps>ná, ēvá</smallcaps><superscript>1</superscript>]",cdial
7604,Indo-Aryan,naivastya,<number>7604</number> *<b>naivastya</b> ʻ dressing up ʼ. [*<smallcaps>nivasta</smallcaps> -- ],cdial
7605,Indo-Aryan,naivārá,<number>7605</number> <b>naivārá</b> ʻ made of wild rice ʼ TS. [<smallcaps>nīvāˊra</smallcaps> -- ],cdial
7606,Indo-Aryan,naivēdya,"<number>7606</number> <b>naivēdya</b> n. ʻ offering of food to an idol ʼ BhP. [Cf. <i>nivēdya</i> -- n. MBh. -- <i>nivíd</i> -- f. ʻ invocation ʼ, <i>nívēdayati</i> ʻ offers ʼ ŚBr. -- √<smallcaps>vid</smallcaps>]",cdial
7607,Indo-Aryan,nṓ,"<number>7607</number> <b>nṓ</b> ʻ not ʼ RV. [<smallcaps>ná, u</smallcaps><superscript>1</superscript>]",cdial
7608,Indo-Aryan,naujīvika,"<number>7608</number> <b>naujīvika</b> m. ʻ boatman ʼ VarBr̥S. [<smallcaps>naú -- , jīvá</smallcaps> -- <superscript>1</superscript>]",cdial
7609,Indo-Aryan,nyakkāra,"<number>7609</number> <b>nyakkāra</b> m. ʻ contempt ʼ BhP. [<smallcaps>nyàñc -- , kāra</smallcaps> -- <superscript>1</superscript>]",cdial
7610,Indo-Aryan,nyagrṓdha,"<number>7610</number> <b>nyagrṓdha</b> m. ʻ the banyan tree or Ficus indica ʼ AV. [<smallcaps>nyàñc -- , *rōdha</smallcaps> -- ]",cdial
7611,Indo-Aryan,nyàrpayati,<number>7611</number> <b>nyàrpayati</b> ʻ throws down ʼ AV. [√<smallcaps>r̥</smallcaps>],cdial
7612,Indo-Aryan,nyasta,<number>7612</number> <b>nyasta</b> ʻ deposited ʼ Mn. [√<smallcaps>as</smallcaps><superscript>2</superscript>],cdial
7613,Indo-Aryan,nyàsyati,"<number>7613</number> <b>nyàsyati</b> ʻ throws down, puts down ʼ AV. [√<smallcaps>as</smallcaps><superscript>2</superscript>]",cdial
7614,Indo-Aryan,nyāyá,"<number>7614</number> <b>nyāyá</b> m. ʻ rule, manner, method ʼ TS. 2. *<b>niyāya -- .</b> [√<smallcaps>i</smallcaps><superscript>2</superscript>]",cdial
7615,Indo-Aryan,nyāsa,"<number>7615</number> <b>nyāsa</b> m. ʻ deposit, pledge ʼ Mn. [√<smallcaps>as</smallcaps><superscript>2</superscript>]",cdial
7616,Indo-Aryan,nyūˋna,"<number>7616</number> <b>nyūˋna</b> ʻ shortened, wanting, defective ʼ ŚBr., <i>pādair n˚</i> ʻ having a defect in the feet ʼ BhP., n. ʻ vulva ʼ TS. 2. *<b>nunna -- .</b> [<smallcaps>ūná</smallcaps> -- <superscript>1</superscript>]",cdial
7617,Indo-Aryan,nyḕti,<number>7617</number> <b>nyḕti</b> ʻ comes into ʼ RV. [√<smallcaps>i</smallcaps><superscript>2</superscript>],cdial
7618,Indo-Aryan,pakk,"<number>7618</number> *<b>pakk</b> ʻ move forward, reach ʼ. [Loss of final syllables and of -- <i>m</i> -- in K. would make derivation from <i>prákramati</i> doubtful. Pk. <i>paccala</i> -- ʻ sufficient, able ʼ suggests connection with <smallcaps>pakvá</smallcaps> -- ]",cdial
7619,Indo-Aryan,pakkaḍ,"<number>7619</number> *<b>pakkaḍ</b> ʻ seize ʼ. 2. *<b>paggaḍ -- .</b> [Cf. Pk. <i>paggaï</i>, <i>paṁgaï</i>, <i>piṁgaï</i> ʻ seizes ʼ. -- Obscure and doubtful connexion with <smallcaps>pragrahá</smallcaps> -- , <i>prágr̥hṇāti</i> ʻ holds ʼ AV., Pa. <i>paggaṇhati</i>, pp. <i>paggahita</i> -- , Pk. <i>paggahiya</i> -- ]",cdial
7620,Indo-Aryan,pakkaṇa,"<number>7620</number> <b>pakkaṇa</b> m.n. ʻ hut of a Caṇḍāla, village inhabited by barbarians ʼ MBh. [← Drav. T. Burrow BSOAS xii 382]",cdial
7621,Indo-Aryan,pakvá,"<number>7621</number> <b>pakvá</b> ʻ cooked, ripe ʼ RV., <i>pakvaká</i> -- AV., <i>pakvá</i> -- n. ʻ cooked food ʼ RV., ʻ ripe corn ʼ AV. 2. *<b>pikva -- .</b> [√<smallcaps>pac</smallcaps>]",cdial
7622,Indo-Aryan,pakvatara,<number>7622</number> *<b>pakvatara</b> ʻ better cooked ʼ. [<smallcaps>pakvá</smallcaps> -- ],cdial
7623,Indo-Aryan,pakvatā,<number>7623</number> <b>pakvatā</b> f. ʻ ripeness ʼ lex. [<smallcaps>pakvá</smallcaps> -- ],cdial
7624,Indo-Aryan,pakvapūpaḍa,"<number>7624</number> *<b>pakvapūpaḍa</b> ʻ cooked cake ʼ. [<smallcaps>pakvá -- , pūpa</smallcaps> -- ]",cdial
7625,Indo-Aryan,pakvavaṭa,"<number>7625</number> *<b>pakvavaṭa</b> ʻ cooked ball ʼ. [<smallcaps>pakvá -- , vaṭa</smallcaps> -- <superscript>3</superscript>]",cdial
7626,Indo-Aryan,pakviṣṭha,<number>7626</number> *<b>pakviṣṭha</b> ʻ very well cooked ʼ. [<smallcaps>pakvá</smallcaps> -- ],cdial
7627,Indo-Aryan,pakṣá,"<number>7627</number> <b>pakṣá</b> m. ʻ wing, feather, fin, shoulder, side ʼ RV., ʻ side of a building ʼ AV., ʻ party, troop ʼ MBh., <i>pákṣas</i> -- n. ʻ side ʼ RV., ʻ side of door ʼ VS., <i>pakṣaka</i> -- m. ʻ side ʼ Śiś., ʻ fan ʼ Gal.",cdial
7628,Indo-Aryan,pakṣakhallā,"<number>7628</number> *<b>pakṣakhallā</b> ʻ leather water -- skin ʼ. [<smallcaps>pakṣá -- , khalla</smallcaps> -- <superscript>1</superscript>]",cdial
7629,Indo-Aryan,pakṣataṭaka,"<number>7629</number> *<b>pakṣataṭaka</b> ʻ side slope ʼ. [<smallcaps>pakṣá -- , taṭa</smallcaps> -- ]",cdial
7630,Indo-Aryan,pakṣapaṭṭa,"<number>7630</number> *<b>pakṣapaṭṭa</b> ʻ wing ʼ. [<smallcaps>pakṣá -- , paṭṭa</smallcaps> -- <superscript>1</superscript>]",cdial
7631,Indo-Aryan,pakṣaparṇikā,"<number>7631</number> *<b>pakṣaparṇikā</b> ʻ side leaf ʼ. [<smallcaps>pakṣá -- , parṇá</smallcaps> -- ]",cdial
7632,Indo-Aryan,pakṣapāṭaka,"<number>7632</number> *<b>pakṣapāṭaka</b> ʻ side -- expanse ʼ. [<smallcaps>pakṣá -- , pāṭa</smallcaps> -- ]",cdial
7633,Indo-Aryan,pakṣapuṭa,"<number>7633</number> <b>pakṣapuṭa</b> m. ʻ wing ʼ Hariv. [<smallcaps>pakṣá -- , puṭa</smallcaps> -- ]",cdial
7634,Indo-Aryan,pakṣavāra,"<number>7634</number> *<b>pakṣavāra</b> ʻ fortnight ʼ. [<smallcaps>pakṣá -- , vāra</smallcaps> -- <superscript>2</superscript>]",cdial
7635,Indo-Aryan,pakṣātōdya,"<number>7635</number> *<b>pakṣātōdya</b> ʻ side -- drum ʼ. [<smallcaps>pakṣá -- , ātōdya</smallcaps> -- ]",cdial
7636,Indo-Aryan,pakṣín,"<number>7636</number> <b>pakṣín</b> ʻ winged ʼ, m. ʻ bird ʼ RV., <i>pakṣi</i> -- m. MBh. [<smallcaps>pakṣá</smallcaps> -- ]",cdial
7637,Indo-Aryan,pakṣirūpa,"<number>7637</number> *<b>pakṣirūpa</b> ʻ bird ʼ. 2. *<b>pakṣikarūpa -- .</b> [<smallcaps>pakṣín -- , rūpá</smallcaps> -- ]",cdial
7638,Indo-Aryan,pákṣman,"<number>7638</number> <b>pákṣman</b> n. (sg. and pl.) ʻ eyelashes ʼ TS., ʻ hair of a deer, filament of a flower ʼ Śiś., ʻ petal of a flower ʼ Kād., ʻ a thin thread ʼ lex. [Cf. <i>pakṣmalá</i> -- ʻ with long eyelashes ʼ Suśr., ʻ long -- haired, shaggy ʼ Śiś.]",cdial
7639,Indo-Aryan,pakṣmapaṭṭa,"<number>7639</number> *<b>pakṣmapaṭṭa</b> ʻ eyelid ʼ. [<smallcaps>pákṣman -- , paṭṭa</smallcaps> -- <superscript>3</superscript>]",cdial
7640,Indo-Aryan,pakṣyà,"<number>7640</number> <b>pakṣyà</b><superscript>1</superscript> ʻ belonging to the wings, changing every fortnight ʼ RV. 2. <b>pakṣíya -- .</b> [<smallcaps>pakṣá</smallcaps> -- ]",cdial
7641,Indo-Aryan,pakṣya,<number>7641</number> *<b>pakṣya</b><superscript>2</superscript> ʻ hot ʼ. [For formation cf. *<smallcaps>rikṣya -- . -- √pac</smallcaps>[,cdial
7642,Indo-Aryan,paggapaṭṭa,"<number>7642</number> *<b>paggapaṭṭa</b> ʻ turban ʼ. [*<smallcaps>paggā -- , paṭṭa</smallcaps> -- <superscript>2</superscript>]",cdial
7643,Indo-Aryan,paggala,<number>7643</number> *<b>paggala</b> ʻ mad ʼ. [<i>pāgala</i> -- BrahmavP. -- Poss. a ʻ defective ʼ word of the group <smallcaps>paṅgu</smallcaps> -- (cf. esp. Or. <i>pāṅguḷā</i>)],cdial
7644,Indo-Aryan,paggā,<number>7644</number> *<b>paggā</b> ʻ headdress ʼ. [Scarcely with ODBL 461 &lt; <smallcaps>pragraha</smallcaps> -- ],cdial
7645,Indo-Aryan,páṅka,"<number>7645</number> <b>páṅka</b> m.n. ʻ mud, mire ʼ Mn.",cdial
7646,Indo-Aryan,paṅktí,"<number>7646</number> <b>paṅktí</b> f. ʻ group of five ʼ AV., ʻ row, troop ʼ Mn. [<smallcaps>páñca</smallcaps>]",cdial
7647,Indo-Aryan,paṅgú,"<number>7647</number> <b>paṅgú</b> ʻ lame, crippled in legs ʼ AVPar., Yājñ. 2. *<b>pēṅga -- .</b> 3. *<b>phēṅgu -- .</b> [Variant forms suggest non -- Aryan origin (PMWS 87 with further reference to <smallcaps>vaṅkú</smallcaps> -- ← Mu., T. Burrow BSOAS xii 382 ← Drav.). Cf. <smallcaps>phakka</smallcaps> -- m. ʻ cripple ʼ lex., Pa. <i>pakkha</i> -- ʻ crippled ʼ. But this perh. belongs to a group of more generally ʻ defective ʼ words, cf. *<smallcaps>paggala</smallcaps> -- ]",cdial
7648,Indo-Aryan,paṅgur,<number>7648</number> *<b>paṅgur</b> ʻ cover ʼ.,cdial
7649,Indo-Aryan,paṅgula,"<number>7649</number> <b>paṅgula</b> ʻ lame ʼ lex., n. ʻ lameness ʼ Suśr. 2. *<b>piṅgula -- .</b> 3. *<b>pēṅgula -- .</b> 4. *<b>pēṅgura -- .</b> [Cf. <i>pāṁśula</i> -- , <i>˚ura</i> -- , <i>˚uva</i> -- m. ʻ cripple ʼ lex. -- <smallcaps>paṅgú</smallcaps> -- ]",cdial
7650,Indo-Aryan,pácati,"<number>7650</number> <b>pácati</b> ʻ cooks ʼ RV., ʻ bakes (bricks) ʼ ŚBr. [√<smallcaps>pac</smallcaps>]",cdial
7651,Indo-Aryan,pácana,"<number>7651</number> <b>pácana</b> n. ʻ means for cooking ʼ RV., <i>pacanikā</i> -- f. ʻ frying pan ʼ lex. [√<smallcaps>pac</smallcaps>]",cdial
7652,Indo-Aryan,pacchi,<number>7652</number> *<b>pacchi</b> ʻ basket ʼ.,cdial
7653,Indo-Aryan,pacya,<number>7653</number> <b>pacya</b> ʻ becoming ripe ʼ in <i>kr̥ṣṭa -- pacyà</i> -- ʻ cultivated VS. [Cf. <i>pācya</i> -- ʻ capable of being ripened ʼ ŚvetUp. &lt;-&gt; √<smallcaps>pac</smallcaps>],cdial
7654,Indo-Aryan,pacyátē,"<number>7654</number> <b>pacyátē</b> ʻ is cooked, is digested ʼ RV., <i>pácyatē</i> ʻ becomes ripe ʼ RV. [√<smallcaps>pac</smallcaps>]",cdial
7655,Indo-Aryan,páñca,<number>7655</number> <b>páñca</b> ʻ five ʼ.,cdial
7656,Indo-Aryan,páñcaka,"<number>7656</number> <b>páñcaka</b> ʻ consisting of five ʼ Mn., m.n. ʻ pentad ʼ Hariv. [<smallcaps>páñca</smallcaps>]",cdial
7657,Indo-Aryan,pañcakula,"<number>7657</number> *<b>pañcakula</b> ʻ consisting of five families ʼ. [<smallcaps>páñca, kúla</smallcaps> -- ]",cdial
7658,Indo-Aryan,pañcaguṇa,"<number>7658</number> <b>pañcaguṇa</b> ʻ fivefold ʼ MBh. [<smallcaps>páñca, guṇa</smallcaps> -- ]",cdial
7659,Indo-Aryan,páñcacatvāriṁśat,<number>7659</number> <b>páñcacatvāriṁśat</b> f. ʻ forty -- five ʼ ŚBr.,cdial
7660,Indo-Aryan,páñcati,"<number>7660</number> <b>páñcati</b> ʻ spreads out, arranges ʼ Dhātup. [Cf. <smallcaps>paṅktí -- . -- páñca</smallcaps>]",cdial
7661,Indo-Aryan,páñcatriṁśat,<number>7661</number> <b>páñcatriṁśat</b> f. ʻ thirty -- five ʼ ŚBr.,cdial
7662,Indo-Aryan,páñcadaśa,<number>7662</number> <b>páñcadaśa</b> ʻ fifteen ʼ RV.,cdial
7663,Indo-Aryan,pañcadaśá,"<number>7663</number> <b>pañcadaśá</b> ʻ fifteenth ʼ AV., <i>pañcadaśī</i> -- f. ʻ fifteenth day of lunar fortnight ʼ TBr. [<smallcaps>páñcadaśa</smallcaps>]",cdial
7664,Indo-Aryan,pañcadaśama,<number>7664</number> <b>pañcadaśama</b> ʻ fifteenth ʼ KūrmaP. [<smallcaps>pañcadaśá</smallcaps> -- ],cdial
7665,Indo-Aryan,pañcanavati,<number>7665</number> <b>pañcanavati</b> f. ʻ ninety -- five ʼ MBh.,cdial
7666,Indo-Aryan,páñcapañcāśat,<number>7666</number> <b>páñcapañcāśat</b> f. ʻ fifty -- five ʼ ŚBr.,cdial
7667,Indo-Aryan,pañcapattra,"<number>7667</number> <b>pañcapattra</b> ʻ having five feathers ʼ R., m. ʻ a species of bulbous plant ʼ lex. [<smallcaps>páñca, páttra</smallcaps> -- ]",cdial
7668,Indo-Aryan,pañcapuṭaka,"<number>7668</number> *<b>pañcapuṭaka</b> ʻ fivefold ʼ. [<smallcaps>páñca, puṭa</smallcaps> -- ]",cdial
7669,Indo-Aryan,pañcamá,"<number>7669</number> <b>pañcamá</b> ʻ fifth ʼ AV., <i>˚aka</i> -- lex. 2. <b>pañcamī -- </b> f. ʻ fifth day of lunar fortnight ʼ ŚrGr̥. [<smallcaps>páñca</smallcaps>]",cdial
7670,Indo-Aryan,pañcamahala,"<number>7670</number> *<b>pañcamahala</b> ʻ fifth ploughing ʼ. [<smallcaps>pañcamá -- , halá</smallcaps> -- <superscript>1</superscript>]",cdial
7671,Indo-Aryan,pañcamāsya,"<number>7671</number> <b>pañcamāsya</b> ʻ happening every five months ʼ AitBr. [<smallcaps>páñca, māˊsa</smallcaps> -- ]",cdial
7672,Indo-Aryan,páñcaviṁśati,<number>7672</number> <b>páñcaviṁśati</b> f. ʻ twenty -- five ʼ VS.,cdial
7673,Indo-Aryan,pañcaśata,"<number>7673</number> <b>pañcaśata</b> ʻ amounting to 500 ʼ Yājñ., ʻ 500th ʼ MBh., n. pl. ʻ 500 ʼ MBh. [<smallcaps>páñca, śatá</smallcaps> -- ]",cdial
7674,Indo-Aryan,pañcaṣaṣṭi,<number>7674</number> <b>pañcaṣaṣṭi</b> ʻ sixty -- five ʼ MBh.,cdial
7675,Indo-Aryan,pañcasaptati,<number>7675</number> <b>pañcasaptati</b> f. ʻ seventy -- five ʼ MBh.,cdial
7676,Indo-Aryan,pañcāṅka,"<number>7676</number> *<b>pañcāṅka</b> m. ʻ the figure 5 ʼ. [<smallcaps>páñca, aṅká</smallcaps> -- ]",cdial
7677,Indo-Aryan,pañcāṅga,"<number>7677</number> <b>pañcāṅga</b> ʻ five -- limbed ʼ, m. ʻ tortoise, turtle ʼ lex. [<smallcaps>páñca, áṅga</smallcaps> -- <superscript>1</superscript>]",cdial
7678,Indo-Aryan,pañcāṅgula,"<number>7678</number> <b>pañcāṅgula</b> ʻ measuring five fingerbreadths ʼ, m. ʻ castor -- oil plant, Ricinus communis ʼ Suśr. [<smallcaps>páñca, aṅgula</smallcaps> -- ]",cdial
7679,Indo-Aryan,pañcāṅguli,"<number>7679</number> <b>pañcāṅguli</b> ʻ five -- fingered ʼ Caṇḍ., <i>páñcāṅguri</i> -- AV. [<smallcaps>páñca, aṅgúli</smallcaps> -- ]",cdial
7680,Indo-Aryan,pañcālá,<number>7680</number> <b>pañcālá</b> m. ʻ name of a tribe in North India ʼ ŚBr.,cdial
7681,Indo-Aryan,pañcālikā,"<number>7681</number> <b>pañcālikā</b> f. ʻ a style of singing ʼ lex., <i>pāñcālī</i> -- f. ʻ a partic. poetic style ʼ Daśar. [<smallcaps>pañcālá</smallcaps> -- ]",cdial
7682,Indo-Aryan,pañcāśát,<number>7682</number> <b>pañcāśát</b> f. ʻ fifty ʼ AV.,cdial
7683,Indo-Aryan,pañcāśīti,"<number>7683</number> <b>pañcāśīti</b> f. ʻ eighty -- five ʼ MBh. [<smallcaps>páñca, aśītí</smallcaps> -- ]",cdial
7684,Indo-Aryan,pañcōttara,"<number>7684</number> *<b>pañcōttara</b> ʻ more by five ʼ. [<smallcaps>páñca, úttara</smallcaps> -- ]",cdial
7684a,Indo-Aryan,pañjana- ,"<number>7684a</number> †*<b>pañjana -- </b> ʻ stiffening ʼ. [<i>pajrá</i> -- ʻ firm ʼ, <i>ápa pāpajē</i> ʻ was transfixed (?) ʼ RV. -- √<smallcaps>paj</smallcaps> -- ]",cdial
7685,Indo-Aryan,pañjara,"<number>7685</number> <b>pañjara</b> n. ʻ cage, dovecot, net ʼ MBh., ʻ skeleton, ribs ʼ Prab., <i>˚aka</i> -- m.n. ʻ cage ʼ MBh. 2. <b>piñjara -- </b><superscript>2</superscript> n. ʻ cage, skeleton ʼ lex. [Scarcely with ND 650 a 9 fr. *<i>pr̥ñjara</i> -- ]",cdial
7686,Indo-Aryan,pañjāpāka,"<number>7686</number> *<b>pañjāpāka</b> ʻ kiln for a heap ʼ. [*<smallcaps>pañja -- , āpāka</smallcaps> -- ]",cdial
7687,Indo-Aryan,pañjāli,"<number>7687</number> *<b>pañjāli</b> ʻ row of heaps ʼ. [*<smallcaps>pañja -- , *āḍi</smallcaps> -- <superscript>2</superscript>]",cdial
7688,Indo-Aryan,pañji,"<number>7688</number> <b>pañji</b>, <i>˚jī</i>, <i>˚jikā</i> -- f. ʻ ball of cotton from which thread is spun ʼ lex. [← Drav. T. Burrow BSOAS xii 382 and DED 3173. Cf. <smallcaps>piñjā</smallcaps> -- and *<smallcaps>pañja</smallcaps> -- (s.v. <smallcaps>puñja</smallcaps> -- ) with which it collides in NIA.]",cdial
7689,Indo-Aryan,pañjikāraka,"<number>7689</number> <b>pañjikāraka</b> m. ʻ almanac -- maker ʼ lex., <i>pañjikara</i> -- , <i>pañjikākāraka</i> -- m. lex. [<smallcaps>pañjī -- , kāra</smallcaps> -- <superscript>1</superscript>]",cdial
7690,Indo-Aryan,"pañjī- ,","<number>7690</number> <b>pañjī -- ,</b> <i>˚jikā</i> -- f. ʻ register, almanac ʼ lex. [Same as <smallcaps>pañji</smallcaps> -- EWA ii 188]",cdial
7691,Indo-Aryan,paṭ,"<number>7691</number> <b>paṭ</b><superscript>2</superscript> ʻ sudden noise ʼ, <i>paṭat</i>, <i>paṭiti</i>, <i>paṭatpaṭaditi</i>, <i>paṭatpaṭiti</i>, <i>paṭatpaṭēti</i> ʻ with a crack ʼ, <i>paṭapaṭākarōti</i> ʻ makes a cracking noise ʼ lex.",cdial
7692,Indo-Aryan,paṭa,"<number>7692</number> <b>paṭa</b> m. ʻ woven cloth ʼ MBh., <i>˚aka</i> -- m., <i>paṭikā</i> -- f. lex., <i>paṭīˊ</i> -- f. Pāṇ.gaṇa. [Cf. <smallcaps>paṭṭa -- <superscript>2</superscript>, paṭṭa -- <superscript>3</superscript>, *palla -- <superscript>3</superscript>, pallava</smallcaps> -- <superscript>2</superscript>. -- Prob. with <smallcaps>karpaṭa</smallcaps> -- and <smallcaps>karpāsa</smallcaps> -- ← Austro -- as. J. Przyluski BSL xxv 70; less likely with A. Master BSOAS xi 302 ← Drav.]",cdial
7693,Indo-Aryan,paṭala,"<number>7693</number> <b>paṭala</b><superscript>1</superscript> n. ʻ veil, cover ʼ BhP., ʻ membrane (esp. round eyes), cataract ʼ Suśr. [Cf. <i>paṭa</i> -- m. ʻ veil ʼ and *<smallcaps>paṭṭa</smallcaps> -- <superscript>3</superscript>]",cdial
7694,Indo-Aryan,paṭala,"<number>7694</number> <b>paṭala</b><superscript>2</superscript> n. ʻ roof, thatch ʼ VarBr̥S. [Same as <smallcaps>paṭala</smallcaps> -- <superscript>1</superscript>?]",cdial
7695,Indo-Aryan,paṭalāli,"<number>7695</number> *<b>paṭalāli</b> ʻ the line of a thatch ʼ. [<smallcaps>paṭala -- <superscript>2</superscript>, *āḍi</smallcaps> -- <superscript>2</superscript>]",cdial
7696,Indo-Aryan,paṭaha,"<number>7696</number> <b>paṭaha</b> m. ʻ kettle -- drum ʼ MBh. [← Mu. (PMWS 88)? or Drav. (T. Burrow BSOAS xii 382)? -- Thieme KZ 67, 183 metath. fr. *<i>pahaṭa</i> -- &lt; <i>prahr̥ta</i> -- ʻ struck ʼ: very doubtful]",cdial
7697,Indo-Aryan,paṭānta,"<number>7697</number> <b>paṭānta</b> m. ʻ hem or edge of a garment ʼ MBh. [<smallcaps>paṭa -- , ánta</smallcaps> -- ]",cdial
7698,Indo-Aryan,paṭōlá,"<number>7698</number> <b>paṭōlá</b> m. ʻ the gourd Trichosanthes dioeca ʼ, n. ʻ its fruit ʼ Suśr., <i>˚lī</i> -- , <i>˚likā</i> -- f. ʻ a sort of cucumber ʼ lex. [← Drav. T. Burrow BSOAS xii 383: NIA. has a number of variant forms]",cdial
7699,Indo-Aryan,paṭṭa,"<number>7699</number> <b>paṭṭa</b><superscript>1</superscript> m. ʻ slab, tablet ʼ MBh., <i>˚ṭaka</i> -- m., <i>˚ṭikā</i> -- f. Kathās. [Derivation as MIA. form of <i>páttra</i> -- (EWA ii 192), though very doubtful, does receive support from Dard. *<i>paṭṭa</i> -- ʻ leaf ʼ and meaning ʻ metal plate ʼ of several NIA. forms of <smallcaps>páttra</smallcaps> -- ]",cdial
7700,Indo-Aryan,paṭṭa,"<number>7700</number> <b>paṭṭa</b><superscript>2</superscript> m. ʻ cloth, woven silk ʼ Kāv., ʻ bandage, fillet turban, diadem ʼ MBh. [Prob. like <smallcaps>paṭa</smallcaps> -- and *<smallcaps>phēṭṭa</smallcaps> -- <superscript>1</superscript> from non -- Aryan source, of which *<i>patta</i> -- in Gy. and *<i>patra</i> -- in Sh. may represent aryanization of <i>paṭṭa</i> -- . Not &lt; <smallcaps>páttra</smallcaps> -- nor, with P. Tedesco Archaeologica Orientalia in Memoriam Ernst Herzfeld 222, &lt; *<i>pr̥ṣṭa</i>&lt;-&gt; ʻ woven ʼ, while an assumed borrowing from IA. in Bur. <i>ph</i><at>*l</at><i>lto -- čiṅ</i> ʻ puttees ʼ is too flimsy a basis for *<i>palta</i> -- (~ Eng. <i>fold</i>, &amp;c.) as the source NTS xiii 93]",cdial
7701,Indo-Aryan,paṭṭa,<number>7701</number> *<b>paṭṭa</b><superscript>3</superscript> ʻ veil ʼ. [Poss. &lt; *<i>parta</i> -- ~ Pers. <i>parda</i> ʻ veil ʼ &lt; *<i>partaka</i> -- Rep<superscript>1</superscript> 62? -- But cf. <smallcaps>paṭála</smallcaps> -- ],cdial
7702,Indo-Aryan,paṭṭakara,"<number>7702</number> *<b>paṭṭakara</b> ʻ cloth -- maker ʼ. [Cf. <i>paṭṭakarman</i> -- n. ʻ weaving ʼ Pañcat. -- <smallcaps>paṭṭa -- <superscript>2</superscript>, kara</smallcaps> -- <superscript>1</superscript>]",cdial
7703,Indo-Aryan,paṭṭakila,<number>7703</number> <b>paṭṭakila</b> m. ʻ tenant of royal land ʼ Vet. -- . [*<i>paṭṭakin</i>: <smallcaps>paṭṭa</smallcaps> -- <superscript>1</superscript>],cdial
7704,Indo-Aryan,paṭṭadukūla,"<number>7704</number> *<b>paṭṭadukūla</b> ʻ fine silk cloth ʼ. [<smallcaps>paṭṭa -- <superscript>2</superscript>, dukūlá</smallcaps> -- ]",cdial
7705,Indo-Aryan,paṭṭana,"<number>7705</number> <b>paṭṭana</b> n. ʻ town ʼ Kauṭ., <i>˚nī</i> -- f. lex. 2. <b>páttana -- </b> n. MBh. [Prob. ← Drav. T. Burrow BSOAS xii 383 and EWA ii 192 with <i>ṭṭ</i> replaced by IA. <i>tt.</i> But its specific meaning as ʻ ferry ʼ in S. L. P. B. H. does lend support to its derivation by R. A. Hall in Language 12, 133 from *<i>partana</i> -- (√<smallcaps>pr̥</smallcaps> ~ Lat. <i>portus</i>, &amp;c.). Poss. MIA. <i>pattana</i> -- , <i>paṭṭana</i> -- ʻ *ferry ʼ has collided with Drav. loanword for ʻ town ʼ]",cdial
7706,Indo-Aryan,paṭṭapati,"<number>7706</number> *<b>paṭṭapati</b> ʻ master of the turban ʼ. [<smallcaps>paṭṭa -- <superscript>2</superscript>, páti</smallcaps> -- ]",cdial
7707,Indo-Aryan,paṭṭaraṅga,"<number>7707</number> <b>paṭṭaraṅga</b> ʻ *silk -- dyer ʼ (m. ʻ Caesalpina sappan used in dyeing ʼ lex. See <smallcaps>pattrāṅga -- ). [paṭṭa -- <superscript>2</superscript>, raṅga</smallcaps> -- <superscript>1</superscript>]",cdial
7708,Indo-Aryan,paṭṭarājñī,"<number>7708</number> <b>paṭṭarājñī</b> f. ʻ turbaned queen ʼ lex. [<smallcaps>paṭṭa -- <superscript>2</superscript>, rājñī</smallcaps> -- ]",cdial
7709,Indo-Aryan,paṭṭavaya,"<number>7709</number> *<b>paṭṭavaya</b> ʻ silk -- weaver ʼ. [<smallcaps>paṭṭa -- <superscript>2</superscript>, vaya</smallcaps> -- <superscript>1</superscript>]",cdial
7710,Indo-Aryan,paṭṭēraka,<number>7710</number> <b>paṭṭēraka</b> m. ʻ the grass Cyperus hexastachyus com- munis ʼ lex.,cdial
7711,Indo-Aryan,paṭyati,<number>7711</number> *<b>paṭyati</b> ʻ splits ʼ. [√<smallcaps>paṭ</smallcaps><superscript>1</superscript>],cdial
